Module_id,Response_ID,Satisfaction,Age,Gender,Customer type,Travel type,Ticket type,Flight distance,Departure delay in minutes,Arrival delay in minutes,Flight schedule suitability,Booking service,Online checkin,Airport checkin,Baggage handling,Boarding service,Cabin crew service,Seat comfort,Food and drink,Inflight entertainment,Inflight wifi,Leg room,Inflight amenities quality,Cleanliness
13214,44553,neutral or dissatisfied,56,Male,Loyal,Personal,Economy,157,0,0,2,0,0,1,4,3,3,4,4,4,3,2,3,4
27222,66490,satisfied,52,Male,Loyal,Business,Business,447,1,0,3,3,4,3,5,3,5,4,4,5,3,5,5,3
84385,54208,satisfied,46,Male,Loyal,Business,Economy Plus,1400,0,0,2,2,5,2,2,2,1,5,5,5,5,3,4,5
65872,72945,satisfied,31,Male,Loyal,Business,Business,1879,109,129,4,4,4,5,4,4,3,4,4,4,4,4,4,4
81740,98705,satisfied,57,Male,Loyal,Business,Business,3387,14,21,5,5,4,3,4,5,4,5,4,4,5,4,4,5
16030,33394,satisfied,22,Male,Loyal,Business,Business,2917,0,0,3,5,4,5,5,3,1,4,4,4,3,4,4,4
16077,121581,neutral or dissatisfied,25,Male,Discontinued,Business,Economy,936,6,8,4,4,4,2,4,3,4,5,5,5,4,4,3,5
39604,59206,neutral or dissatisfied,28,Female,Discontinued,Business,Economy,1413,108,83,4,4,4,4,3,4,3,2,2,2,4,1,4,2
62948,16150,neutral or dissatisfied,57,Female,Discontinued,Business,Economy,277,0,0,0,1,1,1,5,3,4,4,4,4,1,2,3,4
32281,125339,satisfied,22,Female,Discontinued,Business,Economy,599,4,42,0,4,4,4,5,3,4,4,4,4,4,4,4,4
4092,117478,satisfied,57,Female,Loyal,Business,Business,507,26,18,4,4,5,3,4,4,4,5,2,4,4,4,4,5
96763,117595,neutral or dissatisfied,60,Female,Loyal,Business,Economy,872,16,0,2,2,4,1,3,2,3,4,4,3,3,3,3,4
5726,102384,neutral or dissatisfied,27,Female,Discontinued,Business,Economy,197,0,0,2,3,3,4,4,4,2,4,4,4,4,4,3,4
57539,35435,neutral or dissatisfied,35,Female,Loyal,Personal,Economy,1028,187,197,4,4,5,5,5,4,4,5,4,3,4,5,5,5
70670,21898,neutral or dissatisfied,38,Female,Discontinued,Business,Economy,503,0,0,0,2,2,2,4,1,5,4,4,4,2,2,3,4
62801,98236,satisfied,48,Female,Loyal,Business,Business,1986,0,0,2,4,4,4,4,2,4,5,2,4,2,4,4,4
59325,79884,neutral or dissatisfied,24,Female,Loyal,Business,Economy,1096,30,36,4,4,2,4,3,4,2,1,2,2,2,3,4,2
78576,1638,neutral or dissatisfied,8,Female,Loyal,Personal,Economy Plus,999,0,0,1,3,3,1,2,2,3,2,5,5,3,5,1,5
65526,35979,satisfied,31,Female,Loyal,Business,Business,2184,0,0,2,2,5,4,4,2,2,5,5,5,2,5,1,5
47074,97303,neutral or dissatisfied,67,Female,Loyal,Business,Economy,872,0,0,5,5,3,3,2,5,2,2,3,2,2,2,2,3
14232,86583,neutral or dissatisfied,15,Male,Discontinued,Business,Economy,1269,0,11,3,3,3,2,3,4,3,3,3,3,3,1,3,3
33212,10259,neutral or dissatisfied,43,Female,Loyal,Personal,Business,312,86,79,4,2,5,3,4,1,1,4,4,1,2,2,1,4
72206,78300,neutral or dissatisfied,30,Male,Loyal,Personal,Economy,1598,978,970,4,1,1,1,4,2,3,1,1,5,1,4,4,1
51585,36750,satisfied,31,Male,Loyal,Business,Economy,2704,0,14,0,0,4,4,5,4,5,4,4,1,0,5,4,4
77792,75794,neutral or dissatisfied,35,Female,Loyal,Personal,Economy,868,0,0,2,3,3,1,3,3,1,3,3,3,2,4,4,3
28875,9186,neutral or dissatisfied,23,Male,Discontinued,Business,Business,363,0,0,2,3,3,3,3,4,1,2,2,2,3,3,3,2
47003,13323,satisfied,59,Male,Loyal,Business,Business,3892,0,0,5,5,5,5,4,5,4,5,4,4,5,4,4,5
62131,84802,neutral or dissatisfied,58,Female,Loyal,Business,Economy,547,7,11,4,4,4,4,3,4,3,4,3,3,3,3,3,3
82977,124206,neutral or dissatisfied,10,Male,Loyal,Business,Business,2176,0,0,2,2,2,1,3,2,2,2,2,2,2,1,3,2
6621,110865,satisfied,51,Male,Loyal,Business,Business,3276,0,0,1,1,5,5,3,1,3,5,2,3,1,4,3,5
71742,49280,satisfied,23,Male,Discontinued,Business,Economy,89,77,64,0,5,5,5,5,4,1,4,3,3,5,2,5,3
70435,103981,neutral or dissatisfied,35,Male,Loyal,Personal,Business,1334,2,9,5,2,5,3,5,3,5,4,4,5,2,2,5,5
29318,28993,satisfied,26,Female,Loyal,Business,Business,605,0,0,1,2,5,2,1,1,4,5,5,5,1,2,3,5
6073,85993,neutral or dissatisfied,27,Male,Discontinued,Business,Economy,528,10,16,2,2,2,3,4,3,4,5,5,5,2,2,4,5
41318,80484,neutral or dissatisfied,45,Female,Discontinued,Business,Business,1299,0,0,3,3,3,3,4,3,4,1,1,1,3,5,5,1
23192,65501,satisfied,47,Female,Loyal,Business,Business,3700,61,64,3,3,5,3,4,3,4,4,2,4,3,4,4,4
11091,89207,neutral or dissatisfied,14,Male,Loyal,Personal,Economy,2139,16,7,5,2,2,3,5,1,5,1,1,1,2,2,4,1
9890,89918,neutral or dissatisfied,27,Male,Discontinued,Business,Economy,1501,0,0,2,2,2,1,2,2,3,3,3,3,2,1,2,3
66769,84695,neutral or dissatisfied,26,Female,Discontinued,Business,Business,2182,0,0,2,2,2,5,3,3,4,4,4,4,2,4,5,4
1883,111069,neutral or dissatisfied,24,Male,Loyal,Personal,Economy,319,49,37,3,2,2,1,2,1,3,5,5,5,2,3,3,5
7064,13710,satisfied,41,Female,Loyal,Business,Business,1965,0,0,3,3,5,4,4,3,4,4,2,4,3,4,4,5
71672,41265,satisfied,46,Male,Loyal,Business,Business,1075,0,13,4,3,3,2,4,4,4,3,3,4,4,4,4,3
41103,30210,neutral or dissatisfied,67,Female,Loyal,Personal,Economy Plus,253,0,0,4,0,5,1,1,5,1,5,2,1,1,0,1,5
38387,68295,satisfied,20,Female,Loyal,Business,Business,1797,0,3,5,5,5,5,3,5,4,5,5,5,5,3,4,5
13887,40684,neutral or dissatisfied,24,Female,Discontinued,Business,Economy,588,0,0,5,2,2,2,4,3,1,1,1,1,2,5,5,1
49485,97430,satisfied,52,Female,Loyal,Business,Business,2814,15,7,5,1,4,5,5,5,5,5,4,5,5,5,5,4
94203,30870,neutral or dissatisfied,20,Male,Loyal,Business,Business,1546,11,8,2,2,3,4,4,2,3,3,3,3,3,1,3,3
67986,11359,neutral or dissatisfied,43,Female,Loyal,Personal,Economy,308,0,0,4,2,4,3,3,3,2,3,4,2,2,2,2,2
77707,65212,satisfied,57,Male,Loyal,Business,Business,1951,59,52,1,1,5,5,5,1,5,4,3,5,1,4,5,4
15921,37844,neutral or dissatisfied,27,Male,Discontinued,Business,Economy,937,20,22,0,0,0,2,1,1,2,5,5,5,1,2,2,5
59092,93420,neutral or dissatisfied,36,Male,Loyal,Business,Economy,697,18,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3
83033,38524,satisfied,39,Female,Loyal,Business,Business,2475,17,0,4,4,3,2,4,4,4,4,4,4,4,4,4,2
41513,19138,satisfied,36,Female,Loyal,Business,Economy Plus,323,0,0,1,1,5,5,5,1,2,5,5,5,5,1,4,5
100130,110060,satisfied,47,Male,Loyal,Business,Business,1984,0,0,3,4,3,3,4,4,4,5,2,4,4,4,4,5
7384,24459,satisfied,38,Male,Loyal,Business,Business,3634,0,0,1,1,1,2,5,1,5,2,1,5,1,5,5,1
26833,24307,satisfied,25,Female,Loyal,Business,Economy Plus,302,0,0,4,4,4,3,4,4,3,4,5,5,5,5,3,5
35401,74433,satisfied,50,Male,Loyal,Business,Business,2000,0,0,3,3,5,3,4,3,4,4,4,4,3,4,4,3
2253,20949,neutral or dissatisfied,27,Female,Loyal,Business,Business,721,0,0,2,2,1,4,4,2,4,1,1,1,1,5,3,1
63526,113825,neutral or dissatisfied,60,Male,Loyal,Personal,Economy Plus,386,0,0,4,3,3,5,4,3,4,1,1,1,3,4,4,1
99155,40607,neutral or dissatisfied,49,Male,Loyal,Personal,Economy,391,1,0,5,2,2,4,4,3,3,2,5,5,4,3,5,5
83761,97407,neutral or dissatisfied,28,Female,Discontinued,Business,Business,587,16,20,3,3,3,3,4,3,4,5,5,5,3,5,4,5
7435,43857,satisfied,37,Female,Loyal,Business,Economy,255,0,0,3,4,3,5,5,3,4,3,3,3,3,3,1,3
26563,70970,satisfied,49,Female,Loyal,Business,Business,1873,4,0,1,1,4,3,4,1,4,5,3,4,1,4,4,5
35015,121422,satisfied,22,Male,Discontinued,Business,Economy,331,14,34,1,4,4,5,4,2,5,3,3,3,4,3,5,3
51493,118867,neutral or dissatisfied,44,Male,Loyal,Personal,Economy Plus,304,15,0,1,2,2,1,4,3,1,2,2,2,2,2,3,2
58250,98415,satisfied,52,Female,Loyal,Business,Business,2176,0,0,4,4,3,4,4,4,4,4,4,4,4,4,4,5
48929,54428,neutral or dissatisfied,28,Male,Loyal,Personal,Economy,305,0,0,5,1,1,4,5,4,4,5,5,5,1,3,5,5
27312,59372,neutral or dissatisfied,53,Male,Loyal,Business,Business,2556,1,0,1,3,3,2,2,1,2,4,1,2,2,2,2,1
9827,76664,neutral or dissatisfied,29,Male,Loyal,Personal,Economy,547,0,0,0,4,4,5,5,1,4,1,1,1,4,2,5,1
82659,51814,neutral or dissatisfied,42,Male,Loyal,Personal,Economy,370,20,10,4,4,4,2,3,3,1,3,5,5,4,1,1,5
51102,6594,neutral or dissatisfied,26,Male,Loyal,Personal,Economy,607,60,78,4,3,3,4,5,4,3,2,2,2,3,5,5,2
71120,42901,satisfied,67,Male,Loyal,Business,Business,2318,0,0,1,1,2,2,4,1,4,1,2,4,1,4,4,2
22776,70258,satisfied,35,Female,Loyal,Business,Business,1592,0,0,2,2,3,3,3,2,3,4,5,3,2,4,3,3
13256,129272,satisfied,56,Female,Loyal,Business,Business,2402,6,0,5,5,4,5,4,5,4,4,3,4,5,4,4,5
47580,126239,satisfied,55,Female,Loyal,Business,Business,1535,20,30,3,0,4,3,1,4,1,4,4,1,0,1,1,1
67816,127754,neutral or dissatisfied,49,Female,Loyal,Personal,Economy,601,0,0,4,3,4,4,5,2,5,5,2,5,3,3,5,3
6568,94420,satisfied,53,Male,Loyal,Business,Business,239,0,0,4,4,4,4,5,4,5,5,3,5,4,5,5,4
28197,10576,neutral or dissatisfied,36,Female,Loyal,Business,Business,312,71,67,2,2,3,4,4,2,4,3,4,4,4,4,4,3
54156,106393,neutral or dissatisfied,28,Male,Discontinued,Business,Business,551,0,0,4,4,4,3,4,3,4,1,1,1,4,2,4,1
37913,63343,neutral or dissatisfied,45,Female,Loyal,Business,Economy,447,3,0,3,3,3,2,2,3,2,4,5,2,2,2,2,1
49992,15376,satisfied,56,Male,Loyal,Business,Business,1858,0,0,3,5,2,5,5,3,5,1,1,5,3,5,5,1
64583,41207,satisfied,28,Female,Loyal,Business,Business,1091,0,2,4,4,4,3,3,4,5,4,4,4,4,1,4,4
24013,73445,neutral or dissatisfied,53,Female,Loyal,Personal,Economy,1182,4,13,5,4,4,5,5,2,5,5,2,5,4,4,5,3
59731,16119,neutral or dissatisfied,53,Female,Loyal,Business,Economy,725,12,22,3,3,4,4,1,3,1,4,3,1,1,1,1,1
73516,9316,neutral or dissatisfied,21,Female,Discontinued,Business,Economy,542,117,114,4,4,4,2,3,4,1,4,4,4,3,4,4,4
77270,92151,neutral or dissatisfied,23,Female,Loyal,Business,Economy Plus,1535,25,0,2,2,2,3,4,2,4,2,3,3,3,1,3,3
4254,119565,satisfied,49,Female,Loyal,Business,Business,2968,13,26,4,4,5,4,5,4,5,5,5,5,4,5,5,5
82239,108386,neutral or dissatisfied,10,Male,Loyal,Personal,Economy,1838,0,0,4,3,3,1,5,4,1,5,2,2,3,1,2,2
45526,55726,neutral or dissatisfied,52,Male,Loyal,Business,Business,3509,0,0,3,3,4,2,3,3,3,3,5,3,3,3,3,2
97362,14848,satisfied,56,Male,Loyal,Business,Economy,315,41,69,5,5,5,4,2,5,4,5,5,5,5,1,4,5
28361,40551,satisfied,38,Male,Loyal,Business,Business,2661,22,13,3,3,1,4,5,3,5,2,2,5,3,5,5,3
79528,115043,satisfied,47,Male,Loyal,Business,Business,2123,5,0,1,1,4,5,5,1,5,4,3,5,1,5,5,5
44707,98774,neutral or dissatisfied,18,Male,Loyal,Personal,Economy,2075,106,117,2,3,3,2,1,2,2,3,3,3,3,5,2,3
40085,101789,neutral or dissatisfied,14,Female,Discontinued,Business,Economy,1521,35,40,3,3,3,3,4,4,1,2,2,2,3,2,4,2
6403,108750,satisfied,40,Female,Loyal,Business,Business,404,0,8,2,2,5,5,4,2,4,4,5,4,2,4,4,3
101976,112922,neutral or dissatisfied,11,Female,Loyal,Personal,Economy,1390,0,0,4,1,1,1,3,2,4,4,4,4,1,4,5,4
39778,79676,satisfied,16,Female,Loyal,Personal,Economy,712,1,0,3,5,5,3,5,4,4,4,3,3,5,3,1,3
46729,66339,satisfied,39,Female,Loyal,Business,Business,1637,35,25,3,3,4,4,5,3,5,5,5,5,3,5,5,5
54054,98015,satisfied,63,Male,Loyal,Business,Business,1014,21,23,1,1,4,5,5,1,5,4,3,5,1,5,5,3
90274,104786,satisfied,40,Female,Loyal,Business,Business,587,13,7,1,1,5,4,4,1,4,5,5,4,1,4,4,5
19325,29701,satisfied,51,Male,Loyal,Personal,Economy,1542,0,0,4,5,5,3,5,2,4,4,4,4,5,3,5,4
62145,9758,neutral or dissatisfied,40,Female,Loyal,Personal,Business,456,0,0,2,2,3,1,4,4,3,4,3,3,2,2,3,2
36644,117585,neutral or dissatisfied,23,Male,Loyal,Business,Business,2452,25,18,4,3,2,4,3,3,3,2,2,2,2,3,3,2
20390,79128,neutral or dissatisfied,29,Female,Loyal,Personal,Economy,356,0,0,2,2,2,1,4,4,4,5,5,5,2,3,4,5
81210,15071,neutral or dissatisfied,15,Male,Loyal,Personal,Economy Plus,627,42,35,4,0,0,4,3,3,4,3,3,3,1,3,4,3
6043,17069,satisfied,28,Male,Loyal,Business,Economy,282,0,0,1,5,5,4,1,1,3,5,5,5,5,5,2,5
56476,4541,satisfied,39,Male,Loyal,Business,Business,719,47,54,4,4,5,4,4,4,4,4,2,4,4,4,4,3
1382,66711,satisfied,22,Male,Discontinued,Business,Economy,802,4,46,0,0,0,4,4,3,2,2,2,2,0,4,5,2
24416,3240,satisfied,58,Male,Loyal,Business,Business,483,12,23,3,3,5,4,4,3,4,4,5,4,3,4,4,3
37642,79830,satisfied,46,Male,Loyal,Business,Business,1035,0,0,4,4,5,3,4,4,4,5,5,4,4,4,4,5
12884,111853,satisfied,30,Male,Loyal,Business,Business,3386,31,10,4,4,4,4,4,4,4,4,4,4,4,2,5,4
45657,25174,satisfied,24,Male,Discontinued,Business,Business,577,11,0,0,3,3,3,4,4,3,4,4,4,4,5,5,4
55691,95559,neutral or dissatisfied,70,Female,Loyal,Personal,Economy Plus,239,1,1,3,2,3,2,5,3,2,3,1,2,2,2,2,1
87881,57553,neutral or dissatisfied,26,Female,Discontinued,Business,Business,1597,0,17,2,2,2,4,4,3,2,5,5,5,2,4,3,5
59505,38898,satisfied,37,Male,Discontinued,Business,Economy,205,0,0,0,4,4,5,4,4,4,5,1,1,5,4,2,1
47550,126102,neutral or dissatisfied,60,Female,Loyal,Business,Economy,631,296,286,2,2,2,2,2,2,3,2,2,3,2,3,1,2
3805,12142,satisfied,36,Male,Loyal,Business,Business,2028,43,15,3,3,4,5,4,3,4,2,1,4,3,4,4,4
96399,85350,neutral or dissatisfied,20,Male,Loyal,Business,Economy Plus,731,86,65,3,5,2,3,3,3,3,1,2,2,2,4,4,2
72092,123678,neutral or dissatisfied,39,Male,Loyal,Business,Business,3337,0,0,3,3,3,4,3,3,3,2,2,3,3,3,3,1
34636,87347,satisfied,45,Male,Loyal,Business,Business,425,2,0,3,3,5,5,4,3,4,4,4,4,3,4,4,4
28033,80001,neutral or dissatisfied,55,Female,Loyal,Personal,Economy,1010,41,12,4,2,4,4,4,4,4,3,3,4,2,2,4,3
97055,113026,neutral or dissatisfied,27,Female,Discontinued,Business,Business,479,38,34,3,3,3,4,4,2,3,1,1,1,3,2,4,1
102555,55533,satisfied,49,Female,Loyal,Business,Business,3852,30,9,2,2,4,4,5,2,5,4,4,5,2,5,5,4
7112,83825,satisfied,52,Male,Loyal,Business,Business,425,0,0,1,1,4,5,4,1,4,5,3,4,1,4,4,4
78395,63600,satisfied,56,Female,Loyal,Business,Business,1440,248,262,3,3,5,5,4,3,3,5,4,4,3,4,3,5
58206,124339,satisfied,21,Male,Loyal,Business,Business,3815,0,0,4,4,3,4,5,4,4,3,3,3,4,3,4,3
17690,30008,satisfied,30,Female,Loyal,Business,Business,3350,0,0,3,0,5,1,1,2,4,5,5,5,0,2,4,5
71416,78497,neutral or dissatisfied,45,Female,Discontinued,Business,Economy,666,0,16,1,2,2,2,3,3,4,5,5,5,2,4,3,5
55528,65740,neutral or dissatisfied,40,Female,Discontinued,Business,Business,936,39,39,1,1,1,1,3,4,3,5,5,5,1,2,3,5
81983,15029,satisfied,46,Male,Loyal,Business,Business,627,62,57,4,4,4,4,4,4,4,1,5,4,4,4,4,3
29646,119468,satisfied,55,Female,Loyal,Business,Business,759,0,0,2,2,4,4,3,2,3,5,5,3,2,3,3,3
1583,103994,satisfied,31,Male,Loyal,Business,Business,1363,29,15,1,1,4,5,5,1,3,4,4,4,1,3,4,4
71167,88593,neutral or dissatisfied,65,Female,Discontinued,Personal,Economy,545,3,0,1,2,2,1,3,3,4,4,4,4,2,5,4,4
31717,51437,neutral or dissatisfied,69,Male,Loyal,Personal,Economy Plus,304,1,0,4,1,1,3,4,3,3,2,3,3,2,5,4,3
100286,17478,satisfied,25,Male,Discontinued,Business,Business,352,0,0,5,5,5,4,4,3,4,5,5,5,5,1,5,5
13048,33123,neutral or dissatisfied,11,Female,Loyal,Personal,Economy,163,0,0,5,0,0,3,4,2,4,2,2,2,3,2,4,2
88096,107355,satisfied,52,Female,Loyal,Business,Business,1837,0,0,1,1,4,4,4,1,4,3,5,4,1,4,4,2
34024,16718,neutral or dissatisfied,15,Female,Loyal,Personal,Economy Plus,284,11,0,5,2,2,4,4,4,4,5,5,5,3,3,4,5
101097,15272,satisfied,49,Male,Loyal,Business,Business,1892,0,0,5,5,3,1,4,5,4,3,4,4,5,4,4,5
16446,103763,satisfied,57,Male,Loyal,Business,Business,2259,7,4,2,4,5,3,5,2,5,5,4,5,2,4,5,3
43260,34165,neutral or dissatisfied,58,Female,Loyal,Business,Economy,1046,0,0,2,2,3,2,3,2,3,4,1,3,3,3,3,2
75747,121612,neutral or dissatisfied,57,Male,Loyal,Personal,Economy,936,0,3,5,2,2,4,4,1,3,5,5,5,2,5,5,5
68418,113330,satisfied,40,Male,Loyal,Business,Business,1906,0,0,5,5,4,5,5,5,4,5,5,4,5,4,4,3
74670,125891,neutral or dissatisfied,46,Female,Loyal,Personal,Economy,861,0,0,5,1,5,4,5,3,3,5,4,3,1,1,3,4
103738,114701,satisfied,47,Female,Loyal,Business,Business,2193,0,0,4,4,5,5,4,4,4,5,2,4,4,4,4,5
70895,12104,neutral or dissatisfied,29,Female,Discontinued,Business,Economy,1034,0,4,2,2,2,1,5,2,4,3,2,2,2,5,5,2
23193,75402,satisfied,42,Male,Loyal,Business,Business,2267,0,0,1,1,3,5,3,1,3,5,2,3,1,3,3,5
68382,18668,neutral or dissatisfied,32,Male,Loyal,Personal,Economy,253,6,40,2,1,1,4,3,3,3,3,3,3,1,4,3,3
78286,87921,neutral or dissatisfied,44,Male,Loyal,Business,Business,3227,22,11,3,3,3,1,2,3,2,3,5,2,2,2,2,2
94189,73228,neutral or dissatisfied,28,Female,Loyal,Personal,Economy,946,0,0,2,3,3,2,3,2,4,4,5,5,3,2,2,5
5071,14627,satisfied,45,Female,Loyal,Business,Business,541,0,0,1,1,4,2,3,1,3,3,5,3,1,4,3,5
54242,122162,neutral or dissatisfied,26,Female,Discontinued,Business,Economy,541,0,0,0,2,2,3,4,3,3,3,3,3,1,2,4,3
70324,29755,satisfied,50,Female,Loyal,Business,Business,3623,0,0,4,4,5,5,4,3,4,4,2,4,4,4,4,3
87073,44217,satisfied,52,Male,Loyal,Business,Business,2708,4,14,2,2,3,3,4,2,4,1,1,4,2,3,4,2
74627,109187,neutral or dissatisfied,56,Female,Loyal,Business,Economy,612,109,115,1,1,3,1,1,1,1,3,1,1,1,1,1,3
17961,68442,neutral or dissatisfied,63,Male,Loyal,Personal,Economy Plus,1045,0,0,5,1,1,4,3,1,5,4,3,3,1,1,5,3
32596,70910,neutral or dissatisfied,26,Female,Discontinued,Business,Economy Plus,1721,13,9,2,3,3,2,3,3,2,5,5,5,3,2,3,5
66332,119709,neutral or dissatisfied,25,Female,Loyal,Business,Business,2260,0,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4
13869,49112,satisfied,44,Male,Loyal,Business,Economy,308,7,9,1,1,5,5,1,1,1,4,4,4,5,3,1,4
21507,102050,satisfied,39,Male,Loyal,Business,Business,414,0,0,3,4,5,3,5,3,5,5,3,5,3,5,5,3
68841,123188,neutral or dissatisfied,52,Male,Loyal,Personal,Economy,507,3,14,1,2,2,1,2,3,2,2,2,2,2,2,3,2
48645,122928,satisfied,40,Female,Loyal,Business,Business,3464,5,8,1,1,4,4,4,1,4,5,4,4,1,4,4,3
36757,11670,neutral or dissatisfied,20,Male,Loyal,Personal,Economy,1117,0,0,3,2,2,2,4,3,1,2,2,2,3,4,4,2
17276,52993,neutral or dissatisfied,39,Male,Discontinued,Business,Business,1190,0,0,3,3,3,2,2,5,5,5,5,5,3,2,5,5
37533,4776,satisfied,46,Male,Loyal,Business,Business,403,16,2,1,1,4,3,4,1,4,5,3,4,1,4,4,3
26103,63687,satisfied,45,Female,Loyal,Business,Business,2610,9,0,1,4,4,3,5,1,5,5,2,5,1,5,5,4
36202,68477,satisfied,49,Female,Loyal,Business,Business,2526,0,0,3,3,5,4,4,3,4,4,5,4,3,4,4,4
39726,18965,neutral or dissatisfied,35,Male,Loyal,Business,Economy Plus,448,20,12,2,2,3,2,3,2,2,3,3,3,3,3,3,3
1347,89717,satisfied,62,Male,Loyal,Personal,Economy,950,0,0,0,0,0,2,2,4,1,5,5,5,0,3,4,5
7398,84264,neutral or dissatisfied,22,Male,Discontinued,Business,Economy,334,0,0,4,1,1,3,4,3,4,3,3,3,1,4,4,3
10806,77875,neutral or dissatisfied,49,Male,Loyal,Business,Economy,1016,0,34,1,1,4,4,1,1,4,4,4,4,4,2,1,4
66227,112952,neutral or dissatisfied,12,Male,Loyal,Personal,Economy,1313,6,0,2,3,3,1,3,3,2,5,5,5,3,3,2,5
102696,116087,neutral or dissatisfied,37,Male,Loyal,Personal,Economy,333,10,0,5,3,3,3,4,5,3,3,3,3,3,2,5,3
15272,121856,neutral or dissatisfied,42,Female,Discontinued,Business,Economy,366,0,0,2,2,2,2,4,3,1,1,1,1,2,5,4,1
52848,65338,satisfied,30,Female,Loyal,Business,Business,3036,23,13,4,3,2,3,4,3,4,2,2,2,3,2,5,2
35580,82563,satisfied,46,Female,Loyal,Business,Business,528,181,176,2,2,4,4,5,2,3,4,4,3,2,5,5,4
66790,105050,neutral or dissatisfied,33,Male,Loyal,Personal,Economy,255,0,0,1,2,2,2,3,3,1,2,2,2,2,4,2,2
64562,63400,neutral or dissatisfied,14,Female,Loyal,Personal,Economy,337,0,7,5,4,4,3,4,2,3,1,2,2,4,5,4,2
85392,53169,satisfied,25,Female,Loyal,Business,Business,642,0,23,5,5,5,4,2,5,5,5,5,5,5,2,1,5
33891,19001,satisfied,31,Male,Loyal,Business,Business,2812,250,281,3,3,4,4,5,3,5,4,4,2,3,3,5,4
18912,72882,satisfied,28,Male,Discontinued,Business,Business,1035,0,4,0,0,0,3,5,3,4,3,2,2,0,4,4,2
58031,68254,satisfied,26,Male,Loyal,Personal,Economy,432,0,0,4,4,4,5,1,3,3,4,4,4,4,2,5,4
94221,36658,neutral or dissatisfied,66,Male,Loyal,Personal,Economy,1249,35,154,4,2,4,2,5,1,4,2,2,3,2,4,4,2
82678,127679,neutral or dissatisfied,20,Male,Loyal,Personal,Economy,2153,0,0,5,1,1,3,4,2,5,3,3,3,1,3,4,3
31636,89602,neutral or dissatisfied,25,Female,Loyal,Business,Business,3619,0,0,2,2,2,2,2,2,3,2,2,2,2,5,2,2
49336,64248,neutral or dissatisfied,61,Male,Loyal,Personal,Economy,1660,0,20,4,4,4,3,4,5,5,1,1,1,3,3,5,1
68424,79182,neutral or dissatisfied,66,Female,Loyal,Personal,Economy,2422,13,6,5,1,3,3,4,2,5,3,1,3,1,4,5,3
16025,78854,satisfied,47,Male,Loyal,Business,Economy Plus,447,0,30,3,3,4,5,3,3,2,4,4,4,4,4,2,4
98531,55439,neutral or dissatisfied,63,Male,Loyal,Personal,Economy,2136,1,3,4,3,3,4,3,4,2,2,2,2,3,2,3,2
58733,114190,satisfied,50,Male,Loyal,Business,Business,846,1,0,3,3,4,3,4,3,4,4,4,4,3,4,4,5
33402,96170,satisfied,33,Male,Loyal,Business,Business,786,4,1,2,2,5,3,4,2,3,5,5,5,2,3,4,5
58407,87050,satisfied,57,Male,Loyal,Business,Business,1551,23,32,4,2,5,4,4,4,4,5,5,4,4,4,4,4
3919,68055,satisfied,28,Male,Discontinued,Business,Business,868,0,0,4,4,4,3,5,5,5,3,3,3,4,5,4,3
93918,100846,neutral or dissatisfied,7,Female,Loyal,Personal,Economy,711,80,66,3,2,2,3,5,3,1,2,2,2,2,5,4,2
75647,110046,neutral or dissatisfied,53,Male,Loyal,Business,Economy,1984,4,18,1,1,1,3,1,1,2,2,2,2,1,3,3,2
35713,37739,neutral or dissatisfied,17,Female,Loyal,Personal,Economy,944,0,0,5,4,4,5,4,4,5,1,1,1,4,3,5,1
27947,86778,satisfied,60,Male,Loyal,Business,Business,3235,10,1,4,4,5,3,5,4,5,4,2,5,4,5,5,5
59271,54319,neutral or dissatisfied,45,Male,Loyal,Business,Business,1597,1,0,5,3,2,4,2,5,2,3,4,2,2,2,2,1
91875,35637,neutral or dissatisfied,64,Female,Loyal,Business,Economy,1626,54,57,4,4,2,4,2,4,2,3,5,2,2,2,2,1
11655,27715,neutral or dissatisfied,23,Female,Discontinued,Business,Economy,1064,0,0,3,3,3,4,3,3,3,1,1,1,3,3,3,1
38605,77656,satisfied,45,Male,Loyal,Business,Business,696,0,0,3,3,4,5,4,3,4,4,3,4,3,5,4,4
76012,37656,neutral or dissatisfied,68,Female,Loyal,Personal,Economy,1076,0,0,4,2,5,4,3,3,3,4,5,3,2,2,3,5
12255,84690,neutral or dissatisfied,9,Male,Loyal,Personal,Economy,2182,27,18,2,3,3,4,3,3,4,4,4,4,3,5,4,4
31699,42789,satisfied,56,Male,Loyal,Business,Economy Plus,1118,0,3,5,5,5,4,5,5,2,4,4,4,5,5,3,4
11765,104947,neutral or dissatisfied,7,Female,Loyal,Personal,Economy,1180,0,0,5,1,1,5,4,1,3,4,4,4,1,4,4,4
11413,86478,neutral or dissatisfied,29,Male,Loyal,Personal,Economy,760,0,0,4,2,2,4,3,4,4,4,4,4,2,4,4,4
1994,36791,neutral or dissatisfied,54,Male,Loyal,Personal,Economy,2611,0,6,4,3,2,2,2,3,5,2,3,2,3,3,1,2
90358,122736,satisfied,53,Male,Loyal,Business,Business,1567,0,0,4,3,4,5,5,3,5,5,5,5,3,5,5,5
24092,117124,neutral or dissatisfied,35,Female,Discontinued,Business,Economy,647,45,34,4,4,4,1,3,2,4,5,5,5,4,1,4,5
